gene_symbol,n_samples,n_events,n_samples_tumor,n_samples_normal,n_as_gene1,n_as_gene2,n_high_confidence,n_medium_confidence,n_low_confidence,n_inframe,n_outofframe,n_frame_unknown,n_intergenic_flank,sites_observed,types_observed,max_split_reads_total,max_discordant_mates,median_coverage,samples,recurrence_tier,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
DDX23,3,3,3,0,1,2,0,0,3,0,0,3,0,"exon,intron",deletion/read-through,1,0,0,"SRR6939927.arriba,SRR6939939.arriba,SRR6939951.arriba",tumor_exclusive,0.177991954,0.518019924,0.078987175,0.742971719,0.181026952,0.49840112600000003,0.084236788,0.721428838,background
EIF4EBP2,3,3,3,0,2,1,0,0,3,0,0,3,1,"3'UTR,intergenic,intron",deletion/read-through,1,0,1,"SRR6939943.arriba,SRR6939951.arriba,SRR6939956.arriba",tumor_exclusive,-0.227862635,0.654235563,0.663694469,0.095405461,-0.714687879,0.126255026,0.795118436,0.027947093,background
FEM1B,3,3,3,0,2,1,0,0,3,0,0,3,0,intron,"deletion/read-through,deletion/read-through/5'-5'",0,0,1,"SRR6939935.arriba,SRR6939951.arriba,SRR6939956.arriba",tumor_exclusive,0.124293245,0.786963949,0.574685017,0.078538579,-0.45847735,0.184206159,0.496401417,0.055098745,background
GBP2,3,3,3,0,1,2,0,0,3,0,0,3,0,intron,deletion/read-through,1,0,1,"SRR6939931.arriba,SRR6939947.arriba,SRR6939956.arriba",tumor_exclusive,1.0398935,0.071007147,0.556792465,0.071891266,0.093405227,0.844525453,0.128336639,0.599578296,abundance
GSTK1,3,3,3,0,2,1,0,0,3,0,0,3,0,"3'UTR,CDS,exon",deletion/read-through,0,0,40,"SRR6939943.arriba,SRR6939951.arriba,SRR6939956.arriba",tumor_exclusive,-0.201486849,0.620776421,-0.103512145,0.764686776,-0.092653153,0.725766988,0.071297266,0.749486199,background
GTF2F1,3,3,3,0,3,0,0,0,3,0,0,3,0,"3'UTR,CDS,intron",deletion/read-through,0,0,2,"SRR6939927.arriba,SRR6939943.arriba,SRR6939951.arriba",tumor_exclusive,0.149573749,0.583735382,-0.468494505,0.16159508,0.28787353,0.223385885,-0.726639154,0.019046121,background
HMGN3,3,3,3,0,1,2,0,0,3,0,0,3,0,intron,"deletion/read-through,deletion/read-through/5'-5',translocation",0,0,0,"SRR6939927.arriba,SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,-0.065575697,0.910069565,0.075055104,0.874192013,-0.113879612,0.827104908,0.113220517,0.777722525,background
HOOK1,3,3,3,0,0,3,0,0,3,0,0,3,0,intron,deletion/read-through,0,0,0,"SRR6939927.arriba,SRR6939943.arriba,SRR6939947.arriba",tumor_exclusive,-1.186650991,0.00111211,-0.307440292,0.21487734,-1.075579139,0.008759535,0.220443618,0.424645984,translation
IFI44,3,3,3,0,3,0,0,0,3,0,0,3,0,intron,deletion/read-through,2,0,1,"SRR6939927.arriba,SRR6939931.arriba,SRR6939935.arriba",tumor_exclusive,-0.513678934,0.39356699,-0.048852567,0.921419732,-0.45875674,0.170490563,0.330313002,0.200251392,translation
IGSF8,3,3,3,0,3,0,0,0,3,0,0,3,1,"CDS,intergenic",deletion/read-through,1,0,9,"SRR6939935.arriba,SRR6939956.arriba,SRR6939960.arriba",tumor_exclusive,0.728458886,0.032049462,0.115858091,0.719602387,0.683583727,0.044514307,-0.275184314,0.36373454,translation
LAMB1,3,3,3,0,1,2,0,0,3,0,0,3,1,"5'UTR,intergenic,intron","deletion/read-through,deletion/read-through/5'-5'",1,0,5,"SRR6939927.arriba,SRR6939951.arriba,SRR6939960.arriba",tumor_exclusive,0.227285792,0.773531312,-0.064792263,0.913964046,0.302777147,0.328008399,-0.243092904,0.317820141,background
LRPPRC,3,3,3,0,1,2,0,0,3,0,0,3,0,intron,"deletion/read-through/5'-5',translocation/5'-5'",1,0,0,"SRR6939931.arriba,SRR6939935.arriba,SRR6939956.arriba",tumor_exclusive,0.468227366,0.100558921,1.323213691,0.002803746,0.17756634,0.590358913,0.905128381,0.02653722,abundance
MANEA,3,3,3,0,0,3,0,0,3,0,0,3,0,intron,deletion/read-through,0,0,0,"SRR6939927.arriba,SRR6939943.arriba,SRR6939956.arriba",tumor_exclusive,-0.073812252,0.907591364,0.728101552,0.255444821,-0.441473861,0.343221455,0.79890731,0.110399764,background
MTFR1L,3,3,3,0,2,1,0,0,3,0,0,3,0,"5'UTR,intron","deletion/read-through,deletion/read-through/5'-5'",1,0,0,"SRR6939939.arriba,SRR6939943.arriba,SRR6939964.arriba",tumor_exclusive,-0.345080308,0.327115021,-0.473019656,0.136970003,-0.062504268,0.876499651,-0.25749183,0.365480503,background
NID2,3,3,3,0,3,0,0,0,3,0,0,3,0,"CDS,intron","deletion/read-through,deletion/read-through/3'-3',deletion/read-through/5'-5'",1,0,0,"SRR6939927.arriba,SRR6939935.arriba,SRR6939951.arriba",tumor_exclusive,0.157107447,0.805947311,-0.350258919,0.412396375,0.572391524,0.088204635,-0.463138323,0.066618723,background
PPP1R7,3,3,3,0,2,1,0,0,3,0,0,3,0,"CDS,intron","deletion/read-through/3'-3',translocation",0,0,0,"SRR6939931.arriba,SRR6939939.arriba,SRR6939956.arriba",tumor_exclusive,0.165865309,0.578259119,0.087016325,0.782219397,0.115505608,0.652804016,-0.102206425,0.676653401,background
RAB24,3,3,3,0,0,3,0,0,3,0,0,3,0,"3'UTR,CDS",deletion/read-through/5'-5',0,0,0,"SRR6939931.arriba,SRR6939956.arriba,SRR6939964.arriba",tumor_exclusive,0.397875415,0.30691798,0.013240364,0.972721801,0.394367454,0.315569878,-0.127683153,0.757934232,background
SDC1,3,3,3,0,2,1,0,0,3,0,0,3,1,"CDS,intergenic,intron",deletion/read-through,1,0,0,"SRR6939935.arriba,SRR6939943.arriba,SRR6939951.arriba",tumor_exclusive,-0.170382749,0.629207792,-0.541418316,0.145268065,0.109216858,0.735271475,-0.363388032,0.210741447,background
SLC8B1,3,3,3,0,1,2,0,0,3,0,0,3,0,intron,"deletion/read-through,deletion/read-through/5'-5'",0,0,0,"SRR6939943.arriba,SRR6939956.arriba,SRR6939964.arriba",tumor_exclusive,-0.316911929,0.586142805,-1.191577377,0.015185374,0.767188956,0.117999774,-0.980505022,0.010633747,background
SMC4,3,3,3,0,1,2,0,0,3,0,0,3,0,"5'UTR,intron","deletion/read-through,deletion/read-through/3'-3'",1,0,0,"SRR6939943.arriba,SRR6939947.arriba,SRR6939956.arriba",tumor_exclusive,0.819159853,0.037694367,1.541813102,8.12327e-4,0.39344155200000003,0.529047276,1.310145321,0.005442005,abundance
SMIM24,3,3,3,0,1,2,0,0,3,0,0,3,1,"intergenic,intron","deletion/read-through,deletion/read-through/5'-5'",0,0,0,"SRR6939927.arriba,SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,-2.596633848,0.009831879,-3.23879481,0.002600184,-0.026601252,0.97507531,-0.816716945,0.15541731,abundance
SUDS3,3,3,3,0,2,1,0,0,3,0,0,3,0,intron,"deletion/read-through,deletion/read-through/3'-3'",1,0,0,"SRR6939927.arriba,SRR6939931.arriba,SRR6939956.arriba",tumor_exclusive,-0.236170415,0.644092694,0.284023404,0.271962179,-0.486003414,0.360255401,0.321064884,0.195149821,buffering
SUSD6,3,3,3,0,1,2,0,0,3,0,0,3,0,intron,deletion/read-through,0,0,0,"SRR6939927.arriba,SRR6939931.arriba,SRR6939960.arriba",tumor_exclusive,-0.370356528,0.364494579,-0.91437814,0.038430772,0.248073651,0.468377496,-0.541794021,0.078854499,background
UBC,3,3,3,0,0,3,0,0,3,0,0,3,3,intergenic,deletion/read-through,0,0,0,"SRR6939931.arriba,SRR6939935.arriba,SRR6939964.arriba",tumor_exclusive,-0.555885474,0.158436354,-0.109410865,0.737688249,-0.457372238,0.161174254,0.223522013,0.391529821,translation
CMTM3,2,27,2,0,27,0,0,0,27,0,0,27,0,5'UTR,"translocation,translocation/5'-5'",0,0,0,"SRR6939943.arriba,SRR6939951.arriba",tumor_exclusive,0.198070175,0.787921227,-0.071036365,0.894172436,0.270894403,0.579918742,-0.196229533,0.56445623599999994,background
CCNC,2,25,2,0,25,0,0,0,25,0,0,25,0,CDS,"deletion,deletion/read-through,duplication,translocation,translocation/5'-5'",0,0,28,"SRR6939947.arriba,SRR6939956.arriba",tumor_exclusive,-0.325093075,0.504598729,0.528643666,0.254424437,-0.550994817,0.246511553,0.705295653,0.109609432,translation
RHOU,2,20,2,0,20,0,0,0,20,0,0,20,20,intergenic,translocation,0,0,8,"SRR6939956.arriba,SRR6939960.arriba",tumor_exclusive,-0.259315213,0.515025849,0.201858265,0.621006024,-0.372510142,0.263323715,0.415199291,0.199315439,background
KLKB1,2,18,2,0,15,3,0,0,18,0,0,18,0,intron,"deletion/read-through/5'-5',inversion/3'-3',translocation,translocation/3'-3'",0,0,10,"SRR6939947.arriba,SRR6939960.arriba",tumor_exclusive,-2.770683313,1.41861e-4,-1.896615005,2.5901e-4,-0.457380451,0.131798263,0.198677444,0.40046989,translation
BHMT,2,9,2,0,6,3,0,0,9,0,0,9,0,"3'UTR,intron","deletion/read-through/3'-3',deletion/read-through/5'-5',translocation,translocation/3'-3'",1,0,0,"SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,-2.487579178,0.018364694,-1.773959707,0.038161244,-0.661696593,0.055237099,0.547853608,0.058583426,translation
DSE,2,9,2,0,4,5,0,0,9,0,0,9,0,intron,"deletion/read-through,translocation,translocation/3'-3'",0,0,0,"SRR6939951.arriba,SRR6939956.arriba",tumor_exclusive,-0.813535714,0.446058913,-1.597864281,0.015046337,1.066780034,0.329805654,-1.252781546,0.017814052,buffering
IGFBP4,2,8,2,0,0,8,0,0,8,0,0,8,7,"3'UTR,intergenic","deletion/read-through,translocation",0,0,4,"SRR6939927.arriba,SRR6939960.arriba",tumor_exclusive,-0.598049613,0.069176076,-1.651204267,2.2337e-4,-0.653354734,0.151808396,-1.672835149,0.002088803,abundance
CDK1,2,7,2,0,3,4,0,0,7,0,0,7,0,"CDS,intron",translocation,0,0,120,"SRR6939927.arriba,SRR6939964.arriba",tumor_exclusive,3.224800316,0.001621872,2.944057733,0.001125157,2.350978279,0.086203277,2.094183337,0.04350599,translation
IRGQ,2,7,2,0,5,2,0,0,7,0,0,7,0,"3'UTR,5'UTR","deletion/read-through,translocation,translocation/5'-5'",0,0,0,"SRR6939927.arriba,SRR6939947.arriba",tumor_exclusive,-0.210420637,0.660228487,-0.327237627,0.200639533,0.085719155,0.886864677,-0.288951006,0.230621445,background
PHF23,2,7,2,0,0,7,0,0,7,0,0,7,0,"CDS/splice-site,intron","deletion/read-through,translocation,translocation/3'-3'",1,0,2,"SRR6939943.arriba,SRR6939956.arriba",tumor_exclusive,0.330829944,0.505438761,-0.044477662,0.918360769,0.357433769,0.437239273,-0.200184323,0.586985778,background
RRP8,2,7,2,0,2,5,0,0,7,0,0,7,0,intron,"translocation,translocation/5'-5'",0,0,0,"SRR6939947.arriba,SRR6939956.arriba",tumor_exclusive,0.283588181,0.55454348,-0.087838019,0.764686776,0.322747323,0.517757405,-0.122003433,0.66705215,background
CHAMP1,2,6,2,0,1,5,0,0,6,0,0,6,0,"3'UTR,intron","deletion/read-through,translocation,translocation/3'-3'",1,0,3,"SRR6939939.arriba,SRR6939964.arriba",tumor_exclusive,-0.021656668,0.948636762,-0.145288358,0.661622468,0.045192622,0.879418394,-0.118849015,0.652988206,background
CYP4V2,2,6,2,0,5,1,0,0,6,0,0,6,0,exon,"deletion/read-through,translocation,translocation/5'-5'",0,0,2,"SRR6939947.arriba,SRR6939964.arriba",tumor_exclusive,-1.971619203,0.001637256,-1.18914687,0.016552736,-0.997188456,0.019244555,0.603267583,0.083223557,translation
HCK,2,6,2,0,4,2,0,0,6,0,0,6,1,"intergenic,intron",deletion/read-through,1,0,1,"SRR6939956.arriba,SRR6939964.arriba",tumor_exclusive,-0.801316343,0.09552449,-1.193289609,0.001904379,-0.383989795,0.582609001,-1.097241208,0.006096175,abundance
TPM1,2,6,2,0,1,5,0,0,6,0,0,6,0,"3'UTR,CDS,intron","deletion/read-through/3'-3',translocation,translocation/3'-3'",1,0,0,"SRR6939956.arriba,SRR6939960.arriba",tumor_exclusive,0.441558164,0.597479265,0.300730726,0.603459203,0.075421577,0.87438691,-0.008526977,0.981677942,background
GATM,2,5,2,0,5,0,0,0,5,0,0,5,0,"3'UTR,CDS,intron","deletion/read-through,deletion/read-through/3'-3',translocation",1,0,29,"SRR6939927.arriba,SRR6939960.arriba",tumor_exclusive,-1.286462951,0.052549525,-0.4489238,0.388265768,-0.816885898,0.027929747,0.640406871,0.029829591,translation
IL1RAP,2,5,2,0,2,3,0,0,5,0,0,5,2,"intergenic,intron","deletion/read-through,inversion",0,0,0,"SRR6939943.arriba,SRR6939956.arriba",tumor_exclusive,-1.701115964,0.008970383,-1.424003392,0.010797578,-0.395847459,0.288191503,0.023812553,0.951932367,abundance
